id,label,comment
1467086_2,neutral,Please pull it up to the release branch.Thank you!
956141_12,neutral,Will pull that into the 2.0.4-alpha branch.
694225_3,neutral,Maybe something silly is going one.
1610758_3,neutral,For the first part I got stuck on two points.
290420_3,neutral,You really shouldn't call one without the other.
674342_5,neutral,filtering hooked up through Solr already and it would be dead simple to bring in here too but it would fit nicely in this framework.
501425_32,neutral,Every framework will benefit from that!
500953_21,neutral,* Framework for JMS db access can be reused.
1328868_2,neutral,:org.osgi.compendium-1.0.1artifact and felix-1.0.4 framework
1565828_1,neutral,CFS.gRS is a pretty thin layer over RowIterator.
526352_1,neutral,this pretty much explains the three imports. 
461542_4,neutral,It is pretty close to what you are proposing.
1597286_1,neutral,Oh and not to forget.
795902_2,neutral,Jerermy is the sole subscriber/moderator and can take care of adding other subs.
892542_4,neutral,Pretty much every deserialization error shows up as an IOException.
502566_2,neutral,Are you planning on doing this (or already have done this) or would you like me to do it?  
915373_1,neutral,Doug you defined: +public interface NamenodeProtocols +  extends ClientProtocol +          DatanodeProtocol +          NamenodeProtocol +          RefreshAuthorizationPolicyProtocol +          RefreshUserToGroupMappingsProtocol { ...}  Will this prevent us from putting the DatanodeProtocol in a different port?
871077_2,neutral,But would there be other cases that the writer stuck for different reasons?
544981_2,neutral,However given the factored out code is pretty trivial I decided to duplicate it in favour of not adding another set of classes along with the additional complexity introduced (e.g.
788835_2,neutral,There is a single directory ~apbackup/remotelybackedup and anything symlinked to there gets backed up as documented in the README.
1545644_1,neutral,Jeremy are you still planning to take a stab at this?
519215_2,neutral,Nothing gets broken but we have one more step towards framework independence.
673410_7,neutral,We won't find the same group in a different segment.
684599_2,neutral,Will commit in a few days (to the heavy committing branch) if no one objects. 
351186_1,neutral,This patch takes care of the nocommits in the previous patch.
545785_1,neutral,I'll take care of this.
711989_1,neutral,is anybody taking care of this?
654312_7,neutral,There's a TODO which I'll take care of before merging to 4x (there are other renames too).
1140998_6,neutral,That would take care of most cases.
284920_2,neutral,Yet now one must care for the relative ordering in between both icons too.
1120116_7,neutral,And it also will add a lot of complexity to the framework development/maintenance.   
1618628_1,neutral,Adding a different patch.
1161182_8,neutral,However if the implementation of next is not capable of handling bad records then it is most likely going to throw an exception and the proposal in this jira for handling bad input starts with that assumption.
1471181_6,neutral,I imagine that if 7-Zip can do this decryption then the encryption mechanism I seek is not forbidden by licensing restrictions.
742953_4,neutral,Also I won't give you a patch next time but just the whole new TestTransSystem.
575032_5,neutral,That said I had to do something similar in configurators and I did this by adding wrappers to the getInitParameter.
489830_2,neutral,Therefore it can no longer be used.
908451_2,neutral,We have different disk sizes on our DNs.
524892_2,neutral,I don't have a problem with a non-component directory in the framework.
1142412_1,neutral,Patch that changes progress computation to use position in input stream.
1521395_3,neutral,I do have a patch but unfortunately I am not a position to sign the CLA.
1741987_3,neutral,The same exception happens the I forget to sign my jars.
315467_2,neutral,The squeeky wheel gets oiled!
1436378_5,neutral,This is where the bus gets over lapped.
1330294_1,neutral,OK  The problem is that the o.a.f.bundlerepository doesn't cares about R3 or R4 bundles.
369308_30,neutral,Somehow I forget to move that from SOLR-2524 but it is in the updated patch now.
711677_1,neutral,"Closest example that I can recall were questions about ""The Software shall be used for Good not Evil"" clause from the JSON License."
729780_3,neutral,I am planning on doing a round-robin assignment for each partition.
1560275_1,neutral,all the key and column name comparisons should be case insensitive (and we force keyAlias to be ascii so you don't need to worry about it being some weird bytes stuff).
1461735_1,neutral,@Paul  Forget the previous patch it added unneeded complexity for parsing and dealing with multivalue (line) ini file  config parameters.
738161_1,neutral,Fixed by updating to the new frameworks bridge 1.0.1-dev.
1696622_2,neutral,"{noformat} set-net-2.0-framework-configuration:   [property] Target framework changed to ""Microsoft .NET Framework 2.0""."
201219_3,neutral,USE WITH CARE!
1423212_2,neutral,Beware all ye who venture here: the sea of XSLT is deep and wide and unforgiving.
1577092_8,neutral,:)  > except at much worse performance.
1483353_3,neutral,What's weird is that this  class is in Cocoon's normal classpath.
489754_4,neutral,* This is needed since the MappingTool fails if it gets non-persistent capable classes.
1021618_1,neutral,This might fix broken hudson on trunk
1128998_3,neutral,Adding directories to removedStorageDirs in original patch is already in branch-1.
581420_1,neutral,The source of this problem is master and slave allowing frameworks to register with IDs already used by completed frameworks.
1497284_1,neutral,This is introduced by API performance refactoring the intent is to generate the same response object for both listxxx api and other apis related to the same entity.
1435679_3,neutral,There may perhaps be some way to use Windows file-locking as a signalling mechanism here.
1667843_12,neutral,Alternatively we could build a variation avro-ipc.jar that shades in avro.jar that could be the smallest unit for OSGi.
970138_1,neutral,Actually let's just fix the issue you discovered here.
1429231_1,neutral,we don't have an agreement that it should be active
884350_11,neutral,I'm just throwing it out there.
561147_1,neutral,I agree with Sami that this should be contributed to Tika and that we delegate the language identification handling in Nutch to Tika just as we are doing or planning to for the MimeType and the parsing 
1397856_4,neutral,Also I looked at first corrupted database that I posted  and found the corruption in the  index TEST1_IDX_INDCOL2.
1557000_6,neutral,I could not find any documented limits but if I missed them somewhere I will gladly put them in.
1468837_3,neutral,However I doubt that the same is true for MapContext because it is just a wrapper around a HashMap.
1137601_2,neutral,"There is no RPC stuck but a lot of ""Connection reset by peer""."
1551755_4,neutral,With hampered performance of sstableloader after 1.0 its made the things very difficult for us.
1320296_2,neutral,I have retested it and I figured out that I have posted the wrong parameters in the bug description.
1475280_2,neutral,I fixed some bad markup in r1392857 but I can see the error afterwards on the neko stuff.
1548932_1,neutral,The thing about backwards-compatibility hacks is you tend to get stuck with them.
546994_1,neutral,This is part of making Oak OSGi-friendly
384126_10,neutral,However I'm not a lawyer.
1007833_2,neutral,It seems to be adding new 'functionality' to coprocessors.
960749_4,neutral,Adding sleeps solves it.
1540325_1,neutral,We're adding endpoint as a new datatype?
1338569_2,neutral,Not  ideal but not too bad )
913909_1,neutral,Trunk for patch pretty much.
1614443_1,neutral,That'll be pretty awesome to have for 0.6.0
1418049_4,neutral,+/** + * This class is a refactoring wrapper around the shared + * JDBC40Translation class.
1044677_5,neutral,Also I'm slightly confused by your description because in section 5.8 of the spec it says that members of code_handler_class_RCN can be null.
207435_6,neutral,Since I screwed up the commit we voted 2.1.7 down and are working to get 2.1.8 out pretty quickly.
1003849_2,neutral,A user looking at the set of changes won't care :)
1520027_3,neutral,Or did you see some other errors or bad weinre behaviour?
251911_1,neutral,Typical POST then DOH moment.
657044_3,neutral,I'll see if I can find a way our systems are pretty constrained in that dimension.  
670064_3,neutral,I think that would be the cleanest solution to prevent bad behaviour with wrong codecs?
1407542_6,neutral,Perhaps it would be easier to make ClobLocatorInputStream a wrapper around ClobLocatorReader and ClobLocatorOutputStream a wrapper around ClobLocatorWriter?
732126_2,neutral,I like having consistent indenting but now it is really hard to see the diffs and it gets confusing.
1119357_1,neutral,> Ideally we would move to NIO framework like netty but that would much larger effort.
281626_2,neutral,Once all the chunks have been uploaded the Upload Framework can returned a combined file.
1649091_4,neutral,You don't see '>' replaced because that's not required in this case (though some frameworks do it anyway).
1021626_1,neutral,Making a blocker.
354483_2,neutral,I've reverted this for the moment.
646876_5,neutral,and at the moment we dont have that yet.
1117375_11,neutral,Maybe we're stuck with it until log4j fixes its dependencies? 
581894_1,neutral,[~bmahler] it looks like this can be closed since the Python UI is gone.
581894_2,neutral,Is that true?
1954699_1,neutral,seems this is a CDK issue
2389859_1,neutral,Mladen any progress please?
2389859_2,neutral,I am transfering my issues so I want to know the current status.
2099735_1,neutral,Thanks for reporting.
2099735_2,neutral,Fixed on the master (0d43528e) and the 1.6 (9affb57a).
1007616_2,neutral,or someother version?
1014746_1,neutral,ThriftServer.java and Hbase.thrift patched manually the other files generated using thrift-0.2.0
1526597_1,neutral,I drafted a small benchmark (so far only for android) to demonstrate the issue.
1202770_1,positive,> - FOUserAgent.getStream() is cool and very easy to use (now that it's properly > documented).
2042158_1,neutral,Does it solve your issue ?
1394527_1,neutral,I'll see if I can arrange for the manifest to contain bundle-manifestVersion. 
2464241_1,neutral,Pushing non-critical issues to the next CR2.
391418_1,positive,"i kinda like the black acctually .. but that may largely be due to my prefering the ""fire"" solr logo over the futuristic magnifying glass (the red/orange contrasts nicely with the black/grey.  to my mind the ""Solr"" ""Sun"" connection has allways been really cool ... "
2464241_2,neutral,If you think they are critical for CR1 please re-schedule them.
1045715_1,neutral,Issue is reproducible at least on Debian 32bit and SLES 10 64bit.
1016156_1,positive,Awesome discussion.
2355183_1,neutral,"So I also can say ""this is not yield keyword specific problem""."
2355183_2,neutral,Thank you for reviewing.
1910259_1,neutral,fixed in revision 478248
1878268_1,neutral,pushed
2016201_1,neutral,Supported by external project
696242_1,neutral,And in that case the first argument could also be changed from OpenBitSetDISI to OpenBitSet.
423201_1,neutral,Until there will be _real_ need of adding new Monoid implementations I would suggest to postpone the problem and keep *your* version of the patch.
423201_2,neutral,Let's fight with the right weapons when we need I wouldn't use a katana to kill a fly (unless I am Bruce Willis and I'm in Pulp Fiction :P)  best and thanks!
1920135_1,neutral,No issue found after noting how it's invoked.
501431_1,neutral,And interestingly suddenly this is moved from MAPREDUCE to OOZIE.
1080884_1,neutral,Running patch through hudson.
829006_1,positive,Got it thanks for the explanation.
432408_1,neutral,A new issue (https://issues.apache.org/jira/browse/RAMPARTC-140) is created for implementing SupportingToken assertion.
962692_1,neutral,v1 fixes the nit
470394_1,neutral,Patch committed.
470394_2,neutral,Thanks Ankit!
1358709_1,neutral,Thanks for the patch Kim.
1358709_2,neutral,I will look at those remaining references to NATIVE::LOCAL in the error messages.
1358709_3,positive,The patch looks good.
1358709_4,neutral,I tripped across one puzzling sentence but it wasn't something that you changed: In the second longer paragraph of the BUILTIN bullet we recommend LDAP and user-supplied schemes as alternatives to BUILTIN but we don't recommend NATIVE.
1358709_5,neutral,Did we decide to not recommend NATIVE here or should this be adjusted to include it beside the other safe schemes?
1358709_6,neutral,Thanks.
2415951_1,neutral,It could be that this has been resolved already (elsewhere).
1589002_1,neutral,See attached patch.
1589002_2,neutral,I'll add docs in Confluence if the example is integrated in Camel's codebase.
1347060_1,neutral,Closing all issues created in 2005 and before which are marked resolved
1353385_1,neutral,APIs doc is outdated - thanks
1326896_1,neutral,I have committed a fix for this please close if you are satisfied.
1326896_2,neutral,Thanks.
1034440_1,positive,Cool cool - thanks stack!
1125251_1,positive,Awesome! This tool is cool.
924046_2,neutral,What % of clients do think were stuck like this?
954497_2,neutral,Mind adding your test run results in here?
954497_3,neutral,QA test result is recorded above.
2483856_1,neutral,Closing works like charm now.
2483856_2,positive,Thanks guys for saving mankind!
2332982_1,positive,This looks safe also
368838_1,neutral,Stefan: are you sure you had a clean build with my patch applied?
2095235_1,neutral,Please follow up on the forum: http://www.jboss.com/index.html?module=bb&op=viewtopic&p=4178893#4178893
2006746_1,neutral,suggested for 3.1.1
876443_1,neutral,Might want to correct the misspelling: *remvoed* AllFromInodesFromMap :)
411954_1,neutral,Thank you very much Les.
411954_2,positive,I've just tested the shiro trunk with karaf-2.2 release and everything works fine :)
2114393_1,positive,Pretty sure this was fixed by the time we released JRuby 1.6.
310717_1,neutral,This patch looks pretty good.
310717_2,neutral,I think we should apply it.   
2369355_1,neutral,Moved to GA.
2449525_1,neutral,This appears to be a issue with Hibernate (the default JPA implementation in JBoss AS) rather than a EJB3 issue. 
614426_2,neutral,Fixed the MAPREDUCE-3028 commit which broke MR1.
614426_3,neutral,Contributed by Hitesh Shah.
1836807_1,positive,Interesting I just replaced my src with the latest in the trunk and did a compleatly clean build and the problem seems to have gone away.
1836807_2,neutral,I'll close the ticket as it looks like a non-issue.
861953_2,neutral,* it is impossible to name a column 1 * it is impossible to name a column alias 1  If order by supports this I do not see group by can't?
861953_3,neutral,Do we want to reconsider this?I kinda like the feature. 
2047189_1,neutral,no POM provided here
364849_1,positive,This is Awesome Stefan - thanks a million!
242158_1,positive,This is awesome - works in a one-liner. 
411660_2,neutral,I resolved the issue via Spring.
1338828_1,neutral,This is a screenshot from 1.5.3 and that is how I would expect the Directory Studio to behave.
1675900_1,neutral,Harsh will you have a chance to work on a test for this?
1675900_2,neutral,Please tell me if you'd like me to help.
2220965_1,neutral,Misty  Can you move JBPAPP-7480 to bz and then cross reference the bz number in this Jira and close this one?
2220965_2,neutral,Thanks  Mike
1546239_1,neutral,v3 rewritten to be lots more explicit and save the vendor arch and version numbers for later code to use.
1577629_2,neutral,patch by johano reviewed by jbellis for  
666093_1,positive,Awesome!
666093_2,neutral,We just need a possible mentor here... volunteers...?
2309521_1,neutral,EAR project case is fixed.
2309521_2,neutral,Alexey please verify.
2118679_1,neutral,Resolving this issue as it is covered by JBQA-5191 and JBQA-5192.
2064934_1,neutral,btw MCLEAN-18-maven-clean-plugin.patch also applied the maven-clean-plugin-dcabasson-MCLEAN17.txt fix.
2431973_1,neutral,> DistributedHashTable is a good solution but then how are we planning  > to acheive let say a Distributed LRU Cache or Distributed Time-limited  > or a Distributed Count-Limited Cache.
2431973_2,neutral,I am not mandating to use DistributedHashtable directly by plugging it into Castor as it is but as the base for 'distributable' TimeLimited CountLimited et alias cache implementations.
1862171_1,positive,Nice I did not think about using the system tables.
1862171_2,neutral,I will re-work and submit another patch.
1546890_1,neutral,Will upgrade to 1.0.10 and check it.
1546890_2,neutral,Will re-enable assertions too.
584745_1,neutral,{{TrivariateRealFunction}} renamed in r1236932.
2114722_1,neutral,yeah I think so.
2114722_2,neutral,we just used it with CBR (content based routing).
2114722_3,neutral,Now the JBossESB changed to SwitchYard and we need to ensure it works.
1458817_1,positive,You're results are awesome Paul. Great work :) Looking forward to see your new JSON parser in trunk whenever you think is ready.
2277576_1,neutral,We are restructuring the trunk now from jboss as 4.2 and it's unstable.
2277576_2,neutral,You should check out and build revision 693 of the trunk.
1876165_1,neutral,pushed
1925418_1,neutral,It is not in the requirement.
1925418_2,neutral,I move it into 2.1-M1.
1116180_1,neutral,Attaching patch for review.
646632_1,positive,Awesome you rock Drew!
646632_2,positive,Very cool.
1870702_1,neutral,Resolved by changing the meaning of maxRows to be across all code tables with a default of 200000 introduced maxRowPerTable with a default of 10000 to take the place of maxRows and upped the default for maxCount to 200.
2134769_1,neutral,I switched to using the JavaSourceLoader and this appears to work fine.
2143498_1,neutral,Done except for pages.xml imports.
1886435_1,neutral,I'm not sure if this is actually a bug we had it fixed but then had to revert it.
1886435_2,neutral,I don't remember why right now though.
678908_1,positive,Awesome speedup! Finally all this work shows great results!!
1578580_1,neutral,Integrated in Cassandra #63 (See [http://hudson.zones.apache.org/hudson/job/Cassandra/63/])     
1042898_1,neutral,Applied Andrew's patch at r676866.
1042898_2,neutral,Please check that it was applied as expected.
1008127_1,positive,@Subbu: Glad I was able to help.
1008127_2,neutral,I think nothing is absolute.
1008127_3,positive,I believe in relativity :-)
1838332_1,neutral,This appears to have been fixed
1021811_1,positive,Great! It's been good to be able to contribute and I hope to be able to more for this awesome project when I have the spare time.
763414_1,neutral,and your comments are very welcome..
1502391_1,neutral,Marcus   we need a fix for this - if you can check in we will test it  thanks /sudha
1109374_2,neutral,Add CRC32C as another DataChecksum implementation.
1109374_3,neutral,Contributed by Todd Lipcon.
1749686_1,neutral,Not a SWF issue.
1749686_2,neutral,Please open with Spring Framework.
2497918_1,neutral,Issue is also present at JPP 6.0 ER02
1620033_1,neutral,Fixed with revision 164512.
2453740_1,neutral,Added org.jboss.test.ejb3.war.deployment.unit.Ejb3WarDeploymentTestCase in r99656.
358347_1,neutral,Also see issues like SOLR-2608 that are ignored i've been running lucene tests in a loop on and off for periods and basically gave up on solr tests aswel they randomly fail all the time
994958_2,neutral,This one... Really.
656966_1,positive,Thanks Uwe!
947452_1,neutral,Alright I'll put this and HBASE-8453 in through trunk today.
778200_1,neutral,"Sorry I realise now that ""does not work"" was insufficiently specific."
1345456_1,neutral,Seems to be working just fine.
671581_1,positive,Code looks cool.
1035173_2,neutral,It looks pretty bad.
2281006_1,neutral,[~maxandersen] please review
2448836_1,neutral,Corrected error in comment - please use this one.
936520_1,neutral,hbase org.apache.hadoop.hbase.PerformanceEvaluation --nomapred --rows=250000 randomRead 16  10k regions 5 RS.
936520_2,neutral,I tested HBASE-9609 and it does seem to make a huge difference!
428835_1,positive,Cool - good information to have.  Thanks Lance!
2110584_1,neutral,I integrated the submitted patch in the new JBW but did not really test it.
2110584_2,neutral,Nobody has complained about it yet but I don't think it should be ported to older versions at this time.
2480649_1,neutral,[~saturnism] agreed.
896857_1,neutral,# Javadoc in InterDatanodeProtocolServersideTranslator refers to JournalProtocl.
2461027_1,neutral,Shelly use JBAS-5873 for the matrix tests :)
1112489_1,neutral,Sanjay your patch is missing the AuthenticationFilterInitializer.java file
1342353_1,neutral,The pb is not in ApacheDS but in the startup delay.
1532029_1,positive,Hey very cool. 
1680856_2,neutral,Thanks Raymond
2383572_1,neutral,I'll try it on our Fedora.
1210594_1,neutral,Hi guys  I agree 100% on this.
1210594_2,neutral,Just a note there was a long conversation about this here: https://reviews.apache.org/r/4655/ and this is a dup of FLUME-1089.
654410_1,positive,Hi very cool!
654410_2,positive, I like the elegant parser!  
1609815_1,neutral,"Based on review comment add ""respBody.hasPublishResponse()"" before returning respBody.getPublishResponse()"
149704_1,neutral,using g++ (GCC) 4.1.2 20080704 (Red Hat 4.1.2-48) and cppunit 1.12.1.
216370_1,neutral,Next try r1475799 in santuario.
643278_1,neutral,Here's a patch that adds in support for SGD.
1950335_1,neutral,Fixed in trunk -r746186.
858038_1,neutral,Carl can you review? 
2059930_1,neutral,I haven't fully grok'd the entire issue yet but have a quick comment: 2.0 was released several months ago...it's not 2.0-alpha-5-SNAPSHOT.
2379571_1,neutral,is it essue still open?
662713_1,positive,Thanks for fixing it so quickly!
2120024_1,neutral,Bozhidar: I agree with your assessment.
2120024_2,positive,Jonathan: over to you :)
1274036_1,neutral,On 2008-04-03 15:57:26.514 laupark commented: Opened.
1274036_2,neutral,On 2008-04-04 13:31:57.627 jimurphy commented: fixed rev.
1274036_3,neutral,196883 On 2008-04-08 08:38:58.599 wichan commented: Still couldn't find the swfUtils.jar in the webtier.war ad flex-for-cf.zip On 2008-04-09 07:51:01.799 ccreanga commented: Fixed - swfutils.jar was not included in the war
1341696_1,neutral,The code should work.
1341696_2,neutral,The API need to be checked and those errors (ie PDU has been fully decoded ...) have to be fixed.
1341696_3,neutral,We wil investigate what's going on.
1341696_4,neutral,Thanks for the report !
2300422_1,neutral,This patch should do the trick.
297166_1,positive,Cool looks good.
2300422_2,neutral,A test case is needed too
1966708_1,neutral,I suggest that you have a closer look at the exception.
1966708_2,neutral,The absolut portion of the path *is always prepended*.
922791_1,positive,Cool. sounds good to me.
1966708_3,neutral,So any of your suggestions do not help.
1827415_1,neutral,Assume closed as resolved and released
1791300_1,neutral,PR https://github.com/SpringSource/spring-integration/pull/621
920545_1,positive,Hi Carlos This looks awesome! Lots of cool stuff.
1375548_1,neutral,I committed patch _c with revision 697897.
1375548_2,neutral,Note that as indicated before JVMInfo still is part of derbyclient.jar (I assume because of the need to support sysinfo).
626247_1,neutral,Committed to trunk and 0.21 branch.
626247_2,neutral,Thanks Amar!
820038_1,neutral,An awesome feature of Hive is the rich type system with excellent support for complex data-structures.
349941_1,positive,"Waaaaay cool! I especially like the ""upload file"" option."
1782818_1,neutral,Solomon That is very slick.
1782818_2,neutral,I tested it and it works fine.
1782818_3,neutral,Thank you.
1782818_4,neutral,Chris This might be a useful technique to add to the documentation or to a HOWTO on the SJC wiki (when / if there is one)  Thanks all.
729628_1,neutral,Committed after fixing the typo.
857455_1,neutral,One minor point - can you make result a member variable of GenericUDFArrayContains?
857455_2,neutral,This will reduce object creation.
857455_3,neutral,The patch needs to be regenerated against the current trunk but otherwise looks good.
580447_1,positive,cool stuff! a good candidate to put on myfaces-commons-utils so the user can just add the resource handler on its webapp faces-config.
1358696_1,neutral,Thanks Kristian.
1358696_2,neutral,Committed revision 1341814.
2087167_1,neutral,Deleted spurious 'Added: svn:executable' from the patch.
1921841_1,neutral,The .md extension is used for the readme because it's in MarkDown format used by GitHub.
1921841_2,neutral,See the following page for an example:  https://github.com/seam/examples/tree/master/booking
2413399_1,neutral,It is completely expected an updatesite.zip for all of devstudio is *bigger* than the installer.jar 
795315_1,neutral,I presume so.  
639900_1,neutral,updating minor errors in pdf doc
2545827_1,neutral,Yup instruction are not correct.
307058_1,neutral,"""That said check out setReadLength in TBinaryProtocol."""
1111284_1,neutral,I have committed this.
1111284_2,positive,Thanks Daryn!
1111284_3,neutral,Also thanks Matt for the review.
2128831_1,neutral,Yup I'll get it in today.
2133916_1,neutral,Fixed in r544
416543_1,neutral,Yeah it looks like there are conflicts with RenderingContentRewriter and one of the guice modules.
939944_1,neutral,Committed to Trunk.
939944_2,positive,Thanks for the reviews..
2293268_1,neutral,Atlassian 3.2 is in Central.
532960_1,neutral,Missfire
919520_1,positive,Wow thanks Raghu that's awesome and will save me a ton of time. 
2078947_1,neutral,closed with no testing Ian says this is a code-level change.
1941338_1,neutral,When the order of methods change so the rendering of fragments is bellow the definition then it works fine.
1965311_1,neutral,Two git commits included.
711469_1,neutral,Abandoned no longer necessary.
1455020_1,positive,So very cool and so very committed-- thanks Matthias this is awesome.
1169934_1,positive,Took me a few seconds to get it but then I realized how awesome it is.  
1169934_2,positive,I'm happy to use it as the standard logo (i.e. website etc.).
1064705_2,neutral,I'm giving this up hoping someone confident in Swing would look into it.  
723757_1,neutral,Have you been able to work on that ?
723757_2,neutral,Do you need any help?
2441539_1,neutral,Hi Matt  Thank you for fixing this issue.
2441539_2,neutral,I will use it when it will be included in a future release.
967366_1,neutral,Committed the addendum in revision 1414868.
1776212_1,neutral,Thanks for pointing out this (rather embarrassing) oversight!
1776212_2,neutral,Fixed for both 2.0 M4 and 1.2.8.
1649226_1,neutral,Amila Could you please check my fix?
1649226_2,positive,http://svn.apache.org/viewvc?view=rev&revision=468444  Deepal Thanks!
448659_1,neutral,Hi Drew  I have upgraded Postage to James3 (see POSTAGE-23) and used your patch at this occasion.
1597712_1,positive,Awesome stuff Stephen! 
1648457_1,neutral,Looks like we have already taken care of this.
256481_1,neutral,are any changes needed to dd2spring for this?
1982039_1,neutral,I suggest making a tooltip with the title of the context help article (a popup)  when the user hovers the question mark icon.
1920925_1,neutral,We'll go with this for now thanks for the fix!
912375_1,neutral,Ran some benchmarks.
912375_2,neutral,When the modulus is large which means that number of collisions is small LightWeightGSet is much better than GSetByHashMap.
254374_1,neutral,added fixVersion
2274367_1,neutral,Rolled over to 0.5.5 to get a stable JavaOne release out
1379656_1,neutral,Can you expand on the difference between a Prepared Statement and a Logical Prepared Statement?
1379656_2,neutral,And also on the difference between a Connection and a Logical Connection?
1379656_3,neutral,Are these already-existing concepts in the client?
1379656_4,neutral,Or did you introduce these concepts?
1379656_5,neutral,Thanks! 
1064678_1,positive,Thanks Alexei the patch is fine. 
2026908_1,neutral,how does your application.cfc looks like (ormsettings)?
2023723_1,neutral,I think Jason has done this already?
1036613_1,neutral,canceling
660369_1,positive,Awesome co-op. Thanks Robert & Mike for picking this up.
2367838_2,neutral,We'll take a look for 1.21.
903979_1,neutral,Thanks Matt Todd and Cos!
976523_1,neutral,From https://builds.apache.org/job/PreCommit-HBASE-Build/2581/console it is not clear which test hung.
1593541_1,neutral,Committed the patch with thanks to Christian.
1081362_1,neutral,Sangwon Seo Thanks for your review.
1081362_2,neutral,Could you give me more comments? 
2027278_1,neutral,fixed.
2027278_2,neutral,This obsoletes ~/.m2/maven.properties
2465701_1,neutral,The last bug I see mentioning a HSQL upgrade was JBAS-1618 which ended up with 1.8 RC9.
2465701_2,neutral,However this bug mentions that we were upgrading from 1.8.0.2 to 1.8.0.7.
2465701_3,neutral,When did 1.8 RC 9 get upgraded and where is it tracked/documented?
1840015_1,neutral,Done in Weld and TCK
1659348_1,neutral,Applied patch.
1659348_2,neutral,Thanks.
577184_1,neutral,And many thanks to you Olivier for applying this so quickly!
577184_2,positive,Cheers!
1169132_1,neutral,quick patch.
2538101_1,neutral,What's the operation?
604592_1,neutral,I just committed this to trunk and branch-0.23.
604592_2,neutral,Thanks Sid!
30489_1,neutral,Thanks for testing but please don't close it yet.
441965_1,neutral,Fixed trunk r910567
569640_1,neutral,For _ExternalSpecifications there is already an issue in the JIRA: MYFACES-2582
6331_1,neutral,Thank you.
6331_2,neutral,Issue has been resolved.
1466579_1,neutral,A new patch including some corrected Japanese sentences and a link to Solr Wiki.
1847364_1,neutral,All log statements should now be surrounded by log guards.
2053349_1,neutral,Horia Chiorean <hchiorea@redhat.com> made a comment on [bug 1014709|https://bugzilla.redhat.com/show_bug.cgi?id=1014709]  https://github.com/jboss-integration/modeshape/commit/d1d97180c957491bee3654743ebd4a6860314ad3
2481795_1,positive,Thanks Galder:)
886160_1,positive,Daryn the current patch looks good.
886160_2,neutral,Thanks!
2466250_1,neutral,Used the new attribute to move ObjectStoreDir from bin to server/xxx/data/tx-object-store
490723_1,neutral,Please also see Glassfish issue 13111: https://glassfish.dev.java.net/issues/show_bug.cgi?id=13111
1609085_1,neutral,Committed as r1382016.
1609085_2,neutral,Thanks Sijie.
2459016_1,neutral,Joram notify Jennifer Vennable when you completed this.
1468735_1,neutral,Never mind found it.
1468735_2,neutral,Changes applied in revision 1369338.
1468735_3,neutral,Many thanks.
1922211_1,neutral,Monitor no longer based on protobuf.
1827379_1,neutral,periodic bulk close of resolved issues. 
218222_1,neutral,Thank you!
218222_2,neutral,It's working like a charm.
886802_1,neutral,The b-1.0 patch also applies to branch-1.
2059249_1,positive,Sounds good.
2059249_2,neutral,I too have been busy on other projects.
2059249_3,neutral,I'll try and test with queryIndexesRebuiltSynchronously false today.
1602017_1,neutral,fancy applying this patch before 1.3.0?
405597_1,neutral,applied patch (thanks) in r1055887
1827876_1,neutral,Hi Jaikiran   Didn't you already fix this one?
968616_1,neutral,Thanks!
1667340_1,neutral,Dona Thiru: can one of you (or anyone else) please review this?
1045150_1,neutral,05 was committed in r613384
2327124_1,neutral,committed to TRUNK (m3)
2545846_1,positive,This is awesome!
966178_1,positive,v2 Looks good to me.
2050066_1,neutral,applied.
2050066_2,neutral,Thanks!
513057_1,neutral,Closing this issue Jacopo fixed it at r1345528.
513057_2,neutral,Thanks Jacopo.
1124596_2,neutral,Add EnumSetWritable.
1124596_3,neutral,Contributed by He Yongqiang 
1780034_1,neutral,I'm closing this for the time being as we've reopened SPR-368.
913651_1,neutral,Applied Rodrigo's suggestions
1436615_1,neutral,This was found in via JBossWS CXF so once we've pulled it in to JBoss and tested I'll let you know if there's any issues.
1436615_2,neutral,Thanks for the quick response Colm.
790615_1,neutral,Hullo?
2025362_1,neutral,Could you open a ticket for this (last comment) Tnx micha
2466754_1,neutral,Hi Thomas it's here:  https://svn.jboss.org/repos/common/common-old/branches/Branch_1_0/
2354572_1,positive,Hey you're right that idea was probably not the best approach to the problem - 0.6 looks really nice looking forward to it :)
1776805_1,neutral,Indeed!
1776805_2,neutral,This is actually the case in 2.0.5 already.
1776805_3,neutral,Thanks for spotting this Philipp!
907912_1,neutral,It seems that using {{BufferedOutputStream}} is a better solution since it will also help other operations.
907912_2,neutral,BTW do you know why there are four one-byte packets?
889230_1,neutral,fixed style
1549909_1,neutral,Dupe of CASSANDRA-4042 (we'll include the BF fp change there)
2043022_1,neutral,I think this looks like the same issue as  [MFINDBUGS-55|http://jira.codehaus.org/browse/MFINDBUGS-55]  Garvin 
1093135_2,neutral,Changed contributed by from Arpit Agarwal to Arpit Gupta.
1093135_3,neutral,(Revision 1450575) HADOOP-8917.
1093135_4,neutral,add LOCALE.US to toLowerCase in SecurityUtil.replacePattern.
1093135_5,neutral,Contributed by Arpit Agarwal.
2271434_1,neutral,Marc you're re-logging your ownn issues :)
1569713_1,neutral,Patch now applies cleanly against latest version of trunk.
2123473_1,neutral,Bounce to Doug as this is a SOA issue.
